Percentage, Train, Learning, Momentum, Batch, Hidden, Centered, Normalized
0.8688442211055286, 0.6025756152974026, 0.00030000000000000003, 0.7728593592790742, 228, 291, 1, 1
0.11709401709401716, 0.533956718835918, 4e-06, 0.6675721633180611, 248, 65, 0, 1
0.09735099337748329, 0.6990431218675556, 0.7000000000000001, 0.7623696657618058, 60, 336, 1, 1
0.9245454545454551, 0.7812857603573766, 0.06, 0.5678351336844676, 104, 78, 0, 1
0.62363184079602, 0.7323836570945295, 8e-05, 0.5242352208035161, 191, 130, 1, 1
0.9344594594594607, 0.6304169286850417, 0.03, 0.8792208351202786, 92, 341, 1, 1
0.5951388888888888, 0.808899577514635, 6.000000000000001e-08, 0.8717706511907659, 75, 96, 0, 0
0.0860859728506787, 0.5585461233236049, 2e-09, 0.8359236686658398, 72, 299, 0, 1
0.09816849816849808, 0.7666656026653442, 0.05, 0.8168687308044846, 84, 261, 1, 0
0.14014598540145987, 0.7275433684208392, 2e-09, 0.3365926300153453, 180, 223, 0, 1
0.07428571428571418, 0.6501150213079196, 1e-10, 0.6081071524897177, 126, 198, 0, 1
0.8916666666666679, 0.6160894149666561, 4e-05, 0.634358878131172, 17, 218, 0, 0
0.08456375838926165, 0.7037752649396327, 0.4, 0.7282411479066504, 187, 326, 0, 0
0.0808219178082191, 0.5625338970948344, 2e-10, 0.48305063211780946, 227, 260, 0, 0
0.1464344941956881, 0.866216233282445, 5e-08, 0.32280318144418135, 226, 149, 0, 0
0.08843085106382967, 0.6244475103359128, 1e-10, 0.6022490855943676, 113, 321, 1, 0
0.07741935483870971, 0.8760643122903403, 4e-07, 0.36738575847777344, 208, 224, 1, 1
0.8911585365853667, 0.6733809137187751, 6.000000000000001e-05, 0.7565292780148053, 109, 350, 1, 0
0.10612244897959176, 0.8054449967310415, 2e-09, 0.4317894013327006, 202, 57, 1, 0
0.9321951219512209, 0.590549304041801, 0.03, 0.8868058532176899, 78, 94, 0, 1
0.7299283154121866, 0.6289412097619527, 8e-05, 0.4317878787698646, 102, 237, 1, 1
0.912105263157896, 0.6209184870498841, 0.0009000000000000001, 0.7160871183836097, 253, 350, 0, 1
0.07196969696969699, 0.8692869776871983, 4e-08, 0.7512637058057818, 237, 121, 1, 1
0.08106508875739633, 0.6628885347168502, 9.000000000000001e-09, 0.6590979432061103, 49, 217, 0, 1
0.08806818181818171, 0.6497277598338529, 0.07, 0.5028337100827016, 248, 160, 0, 0
0.9340909090909097, 0.7377292315583357, 0.008, 0.31774192481200964, 226, 123, 1, 0
0.11123595505617973, 0.8223683137510376, 0.9, 0.8599840094332003, 66, 99, 0, 0
0.0979591836734694, 0.6096436855833623, 0.1, 0.7043693423399697, 41, 215, 0, 0
0.10339660339660327, 0.7146723922403149, 9e-07, 0.7893169172084291, 101, 92, 1, 1
0.15951219512195136, 0.5910858673000298, 8e-08, 0.336343675611226, 127, 192, 1, 0
0.09999999999999991, 0.7497670157179454, 0.7000000000000001, 0.6442048194435035, 138, 237, 1, 1
0.9163934426229504, 0.8782358266029548, 0.004, 0.7700782072651672, 120, 77, 1, 1
0.8777777777777774, 0.8757555939462591, 0.0006000000000000001, 0.5045966887858179, 211, 64, 1, 1
0.925892857142858, 0.7764135334796217, 0.8, 0.6707485984962629, 209, 214, 0, 1
0.10185185185185172, 0.7846259728859191, 0.8, 0.718090135849367, 186, 98, 1, 1
0.10252525252525267, 0.5162441246035848, 0.009000000000000001, 0.8490974188465927, 64, 103, 1, 0
0.9369458128078831, 0.5957910407180715, 0.004, 0.757531768119391, 137, 189, 1, 0
0.9140740740740746, 0.730042839004973, 0.0005, 0.4132888293452278, 167, 164, 0, 0
0.8833333333333352, 0.5329308975313038, 7.000000000000001e-05, 0.35703589730550506, 39, 230, 0, 0
0.17692307692307707, 0.6639162210500315, 5e-07, 0.8480070184586765, 190, 76, 0, 1
0.08608247422680401, 0.6135223687765825, 4e-10, 0.46031156324861555, 121, 168, 1, 0
0.9270161290322598, 0.5044830586919808, 0.05, 0.739161971780443, 172, 273, 1, 1
0.9163461538461534, 0.897341182287707, 0.004, 0.4612387629283842, 254, 74, 1, 0
0.9378787878787875, 0.8694598677484617, 0.04, 0.7625474409214195, 62, 318, 0, 1
0.1213888888888888, 0.8205586806507126, 8e-08, 0.5769722323448757, 20, 143, 1, 1
0.11162790697674405, 0.742095318348598, 5e-09, 0.3594571697388703, 185, 202, 1, 1
0.14980392156862748, 0.6608248892526852, 9.000000000000001e-09, 0.3835997533939953, 245, 124, 0, 0
0.9085271317829463, 0.7425160381014378, 8e-06, 0.7723063136672519, 22, 327, 0, 0
0.09416282642089091, 0.5669983003213301, 3.0000000000000004e-09, 0.427631013486533, 194, 139, 1, 0
0.11395348837209299, 0.6563189816004851, 1e-06, 0.439226473197481, 250, 336, 1, 1
0.916049382716051, 0.5148253742090851, 0.006, 0.3495812338378981, 175, 326, 1, 1
0.948888888888889, 0.820699710477218, 0.006, 0.8254000449632004, 247, 193, 1, 0
0.09268292682926828, 0.8367545258212947, 4e-10, 0.30118125836089354, 165, 159, 1, 1
0.3343749999999999, 0.8739536830122465, 9e-08, 0.48444339095205, 91, 184, 1, 0
0.8525000000000001, 0.7607820884823828, 8e-06, 0.6824122138945089, 174, 235, 1, 0
0.0893333333333333, 0.8512321927558353, 2e-08, 0.603266633378899, 48, 330, 1, 1
0.1222222222222222, 0.8938476602790442, 4e-09, 0.649426843468491, 128, 68, 0, 1
0.10367063492063477, 0.7762097645966122, 7.000000000000001e-09, 0.8213074037922385, 190, 323, 0, 1
0.28521954236239955, 0.5386496760633604, 3e-07, 0.45659779617622875, 182, 55, 0, 0
0.5437500000000002, 0.8080840929012225, 1e-05, 0.8946851811482865, 225, 83, 0, 1
0.9367647058823526, 0.8651551159673541, 0.6000000000000001, 0.38635325302432766, 69, 339, 0, 1
0.6681818181818187, 0.7368016297866771, 1e-06, 0.5914354157772035, 206, 141, 0, 0
0.9413173652694619, 0.6661025288819279, 0.004, 0.7150623840253127, 171, 265, 1, 0
0.6780626780626776, 0.6883464453685171, 9e-07, 0.44007598751293403, 165, 296, 1, 0
0.9292682926829279, 0.6737537003183869, 0.006, 0.5038805008930068, 183, 298, 0, 0
0.10563380281690142, 0.5757679494595267, 9.000000000000001e-09, 0.8018821877288151, 232, 112, 1, 1
0.10618556701030932, 0.6127704260573273, 6e-10, 0.7544941355174313, 110, 185, 1, 1
0.8846441947565542, 0.8228380817412051, 0.0007, 0.36656705516723337, 201, 328, 0, 1
0.08506493506493497, 0.6929020898350847, 0.04, 0.6243332742129613, 237, 221, 0, 0
0.07541666666666656, 0.5211912187651446, 7.000000000000001e-10, 0.3875339181544303, 28, 162, 1, 0
0.08823529411764702, 0.8656312093305003, 0.8, 0.45232741494967266, 179, 80, 0, 0
0.8779411764705878, 0.8659989874182425, 0.0004, 0.5194491066224771, 177, 261, 0, 1
0.13119899560577522, 0.6463823319845956, 2e-09, 0.8401369057453463, 103, 341, 1, 0
0.09391891891891882, 0.7046303704724893, 5e-09, 0.7722965905613572, 243, 242, 0, 1
0.9185654008438838, 0.52614958547945, 0.007, 0.35169353469457243, 201, 217, 1, 1
0.061688311688311605, 0.6925966424398045, 9.000000000000001e-09, 0.7330431142094699, 244, 265, 1, 1
0.23318112633181148, 0.5629746029279046, 7e-08, 0.8579235820797784, 182, 57, 0, 0
0.10566037735849047, 0.7894413384602748, 4e-09, 0.47752698715818664, 146, 223, 0, 1
0.8544186046511647, 0.5713639936171895, 4e-05, 0.34942720490922025, 153, 91, 1, 0
0.7016129032258063, 0.6299237098740835, 4e-07, 0.3038135476215785, 38, 230, 1, 0
0.9138461538461534, 0.8713134732620369, 0.0009000000000000001, 0.3420184150760676, 153, 265, 1, 0
0.1825949367088608, 0.6853535087016721, 7e-08, 0.4243097423747234, 119, 93, 1, 0
0.06476190476190476, 0.7911092516055661, 9e-10, 0.34787133714812013, 233, 338, 1, 0
0.09513513513513507, 0.6310810241087614, 7e-06, 0.3428617857973833, 247, 135, 0, 1
0.7500000000000001, 0.8250514995451887, 3.0000000000000004e-05, 0.4029362947798301, 62, 149, 0, 1
0.8775000000000012, 0.6001940113815412, 0.0007, 0.5270945404282641, 167, 119, 1, 1
0.669369369369369, 0.5573009233226005, 4e-07, 0.7284790587825104, 115, 332, 1, 0
0.09267015706806275, 0.6192354046796886, 0.07, 0.8823869704004788, 49, 197, 1, 0
0.09493670886075946, 0.842906413204253, 4e-07, 0.3507861448475747, 70, 167, 0, 1
0.5811475409836063, 0.5134390486298471, 7e-07, 0.42363110792435915, 185, 242, 0, 0
0.9315789473684206, 0.8481021150174265, 0.00030000000000000003, 0.8036033832969971, 203, 241, 0, 0
0.14444444444444446, 0.8746726013066592, 8e-09, 0.43785124041949064, 240, 116, 0, 0
0.8620967741935488, 0.7531495166482343, 0.0008, 0.429174366699007, 227, 103, 1, 1
0.07166666666666656, 0.6400405748599435, 3.0000000000000004e-09, 0.36736731023819014, 252, 325, 0, 0
0.9481927710843374, 0.8355987784765035, 0.008, 0.7009883791486614, 80, 139, 1, 1
0.8683333333333341, 0.7005234873471481, 3e-06, 0.5787575209709681, 26, 307, 0, 0
0.1819148936170213, 0.8132888766399137, 1e-05, 0.5100836771944534, 147, 89, 1, 1
0.9312925170068035, 0.7079127453187188, 0.1, 0.5521949120840717, 197, 88, 1, 1
0.07087378640776688, 0.5891360012350743, 2e-09, 0.49016493104805836, 236, 259, 0, 0
0.12254464285714275, 0.7446867581204869, 1e-10, 0.7181330438321274, 155, 349, 1, 1
0.7485416666666668, 0.6802040837914172, 1e-06, 0.7046082804133722, 219, 312, 0, 0
0.7647177419354837, 0.7525675570426376, 7e-07, 0.5809294408752264, 125, 316, 0, 0
0.675102880658436, 0.6775142526787827, 8e-07, 0.6579870800850729, 199, 109, 1, 0
0.2786666666666667, 0.8514339204502628, 0.008, 0.5330477304402801, 169, 85, 0, 0
0.1166666666666667, 0.5680942257688353, 5e-10, 0.6945799702372111, 23, 202, 1, 1
0.8004032258064521, 0.6285980866009004, 8e-07, 0.7882257687145283, 73, 148, 1, 0
0.07037037037037036, 0.8262118667816669, 4e-10, 0.7661243885341642, 100, 314, 1, 1
0.9268707482993199, 0.8048532672656876, 0.0008, 0.7932735348214341, 179, 86, 1, 1
0.9133333333333328, 0.8801386984753228, 0.0002, 0.42820693556556366, 60, 243, 0, 0
0.061904761904761865, 0.790087295614376, 9e-08, 0.5234141640457082, 180, 76, 1, 1
0.9297297297297301, 0.7792289697325707, 0.0007, 0.7568240443973524, 79, 346, 0, 1
0.09532710280373836, 0.5734080403156939, 1e-08, 0.5345785890542144, 105, 74, 1, 1
0.937150837988828, 0.6424767164496181, 0.7000000000000001, 0.5520450908184871, 183, 226, 1, 1
0.8628048780487815, 0.6721707877529454, 9e-05, 0.5056078033714023, 195, 61, 0, 0
0.8633333333333338, 0.7600957721306703, 4e-05, 0.6453168250333032, 172, 163, 0, 0
0.7138461538461538, 0.741707749627603, 9e-07, 0.6001941585893644, 152, 135, 0, 0
0.9159509202454, 0.6744195362223032, 0.004, 0.4798099515512262, 256, 129, 1, 1
0.0764105642256902, 0.5246298045751928, 1e-07, 0.5982028510096744, 212, 113, 1, 1
0.8766839378238354, 0.6153715652133938, 5e-05, 0.8628541160232253, 88, 209, 1, 0
0.08926174496644282, 0.7039736598623103, 0.02, 0.33789015645480114, 49, 212, 0, 0
0.0881720430107527, 0.5049395381666749, 7.000000000000001e-09, 0.3346210645920034, 74, 100, 1, 1
0.9086029992107354, 0.6386303367757458, 0.005, 0.33936591066291405, 158, 164, 0, 1
0.1287141073657928, 0.6442627401124771, 9e-10, 0.4391613726133152, 133, 255, 0, 1
0.9116616616616633, 0.5562341884757549, 0.01, 0.7409176286207666, 221, 195, 0, 1
0.10624999999999991, 0.7779943630553308, 4e-10, 0.4327230828740686, 30, 173, 1, 1
0.12746913580246902, 0.7848840671095394, 4e-07, 0.3742508398087779, 193, 204, 1, 1
0.9053712480252782, 0.5788938519951525, 0.0007, 0.8339733572371999, 48, 250, 0, 1
0.19048531289910614, 0.6523876505812249, 0.03, 0.33844950056469986, 251, 62, 0, 0
0.10723981900452495, 0.5592160453494813, 0.06, 0.6164092727548921, 43, 138, 1, 0
0.9208053691275174, 0.7032353762174316, 0.009000000000000001, 0.41316836715566047, 171, 304, 1, 1
0.09979674796747957, 0.6729722246238822, 0.5, 0.8477449878139942, 79, 120, 1, 1
0.1456375838926174, 0.7033852693901618, 8e-09, 0.8243687118623957, 122, 335, 1, 0
0.9165413533834591, 0.7342414281638994, 0.0004, 0.8454260060769225, 114, 286, 0, 1
0.06993464052287583, 0.8995121004548428, 5e-10, 0.4292245557850075, 86, 258, 1, 0
0.06642857142857135, 0.7213019518710958, 1e-09, 0.3326983384193229, 116, 128, 0, 0
0.8457711442786082, 0.5997851212015244, 3e-06, 0.7643460626415629, 107, 155, 1, 0
0.8660256410256414, 0.6881762472999062, 0.00030000000000000003, 0.47041648929310503, 129, 335, 0, 1
0.07202797202797195, 0.71525684117938, 4e-10, 0.643430755491172, 117, 128, 1, 1
0.9119496855345909, 0.8948910204742584, 7.000000000000001e-05, 0.7787072882320341, 94, 143, 0, 0
0.08359788359788346, 0.62333762238662, 9e-10, 0.5985943928804847, 130, 169, 1, 1
0.0958715596330275, 0.5656367187037191, 0.8, 0.5638903393528916, 138, 91, 0, 0
0.1401559454191033, 0.6588250926238756, 6.000000000000001e-08, 0.7222750635806057, 171, 89, 1, 1
0.10090090090090088, 0.630836327529425, 9.000000000000001e-09, 0.36157745938735775, 165, 135, 0, 1
0.2507246376811594, 0.7253867715655653, 4.9999999999999996e-06, 0.4488028438033117, 50, 56, 0, 1
0.11038421599169251, 0.7863863668355453, 3.0000000000000004e-09, 0.5333138894416, 86, 102, 1, 0
0.11249999999999996, 0.8897883275281673, 9e-07, 0.33880083277700396, 17, 109, 1, 1
0.3889400921658983, 0.5668931903464983, 1e-05, 0.5465498643984025, 50, 61, 1, 1
0.9294416243654835, 0.6066818634469094, 0.5, 0.4999172534628008, 126, 111, 1, 1
0.9030303030303037, 0.7376272065400722, 9e-05, 0.7221041619217907, 77, 252, 1, 0
0.8685000000000019, 0.6002010833070414, 0.0008, 0.4469778434308416, 223, 343, 0, 1
0.8865853658536591, 0.7544734585897195, 5e-05, 0.5052715479729727, 152, 204, 0, 0
0.10474137931034483, 0.5361022082576923, 0.07, 0.42634006285917436, 210, 67, 1, 0
0.17702265372168272, 0.7948549302506371, 5e-08, 0.30589905457079763, 229, 241, 0, 0
0.8396464646464648, 0.7368164347309545, 8e-06, 0.30729265809087386, 248, 300, 0, 0
0.07983870967741934, 0.8764296906318558, 2e-08, 0.6146037840089511, 219, 262, 0, 1
0.9304054054054065, 0.7044542269548876, 0.009000000000000001, 0.8614334291157206, 254, 67, 1, 1
0.07735849056603775, 0.8951253790905938, 0.9, 0.41909646805011064, 142, 58, 1, 0
0.09714285714285702, 0.6512316298722589, 4e-09, 0.6603931274065711, 254, 149, 1, 1
0.06767241379310332, 0.5376215620463426, 5e-08, 0.3463583949105045, 74, 316, 1, 1
0.108785332314744, 0.6266140260370551, 3.0000000000000004e-09, 0.7271625932117339, 203, 266, 1, 1
0.902640264026403, 0.7995683241497067, 0.0005, 0.4380280339643043, 83, 269, 0, 1
0.9226190476190474, 0.8327009124408945, 0.005, 0.367053059901675, 151, 315, 0, 1
0.14637931034482757, 0.7105505217597075, 6.000000000000001e-09, 0.5159698625878142, 22, 94, 1, 0
0.9213483146067416, 0.8234785388805517, 0.009000000000000001, 0.8014909191467403, 157, 173, 0, 1
0.258080808080808, 0.6057617251131255, 7e-06, 0.7415899699091106, 134, 335, 1, 1
0.07825203252032513, 0.754570112454666, 6.000000000000001e-09, 0.3569581571673993, 99, 103, 1, 0
0.7123533471359554, 0.5866573644052779, 1e-06, 0.696231459593531, 236, 304, 1, 0
0.34218749999999976, 0.7764219478852334, 2e-05, 0.6301118450984615, 152, 73, 1, 1
0.9044642857142862, 0.7771101014689503, 0.0005, 0.7901791248626878, 84, 242, 1, 0
0.8941489361702131, 0.7184379417032456, 0.0009000000000000001, 0.5081783292666484, 113, 105, 1, 1
0.1049618320610686, 0.7385832814573174, 0.04, 0.45086538095095086, 102, 157, 1, 0
0.9268656716417907, 0.8666600152165085, 0.0007, 0.5330133584204328, 237, 304, 0, 0
0.9196428571428583, 0.6650502802279259, 0.05, 0.471045483476049, 90, 262, 0, 1
0.925, 0.8418217199616826, 0.0007, 0.8617055884866087, 85, 345, 0, 1
0.1119496855345912, 0.8955337938958559, 7.000000000000001e-09, 0.6863380929174687, 53, 291, 0, 0
0.1572590011614401, 0.7546092550402697, 3.0000000000000004e-09, 0.3558868576938308, 60, 219, 1, 1
0.9180851063829804, 0.6248319140741334, 0.005, 0.38889529250935145, 183, 330, 1, 1
0.10681818181818171, 0.7379371774554327, 3.0000000000000004e-08, 0.5165621288254626, 126, 304, 1, 1
0.7787234042553188, 0.8137183681601479, 3e-06, 0.36048749387637424, 159, 84, 0, 0
0.08082191780821915, 0.854884287496936, 2e-09, 0.3979488505193809, 116, 246, 1, 0
0.928703703703704, 0.7843035117009334, 0.004, 0.6437380040324803, 216, 328, 1, 0
0.7948529411764704, 0.7299028617677487, 8e-07, 0.8689781287934322, 190, 94, 1, 0
0.09333333333333323, 0.7017836558311715, 4e-06, 0.6941358944104514, 244, 76, 0, 1
0.3290178571428571, 0.5520667131976782, 0.0001, 0.31117851523626433, 249, 90, 0, 1
0.9127218934911254, 0.6632425682885447, 0.0006000000000000001, 0.5917687659911862, 53, 165, 0, 1
0.871258503401362, 0.6094396015792988, 0.0007, 0.4934671507039844, 249, 104, 0, 1
0.11686358754027919, 0.7346181584903012, 2e-10, 0.38637167595718747, 151, 109, 1, 0
0.10708333333333342, 0.521425240404278, 4e-07, 0.41478779437006247, 48, 161, 0, 1
0.1326732673267325, 0.799338741592277, 4.9999999999999996e-06, 0.4936640043055276, 190, 87, 1, 1
0.080392156862745, 0.5938000505386571, 1e-10, 0.6792338437607471, 110, 260, 1, 0
0.8971048513302042, 0.716361522943354, 4e-05, 0.47296129620546723, 24, 322, 1, 0
0.36300813008130056, 0.5084607538691366, 1e-07, 0.8074610889686038, 218, 338, 1, 0
0.9197452229299372, 0.6869554938799534, 0.002, 0.8920863102775998, 204, 332, 0, 1
0.47857142857142865, 0.7632080217388524, 3e-06, 0.6524524154380641, 25, 244, 1, 1
0.2884559884559884, 0.5394381403847557, 2e-07, 0.6309496897156687, 225, 312, 1, 0
0.11165803108808298, 0.6145364533589955, 4e-07, 0.41576418277231114, 65, 96, 1, 1
0.1, 0.8894851604670834, 1e-07, 0.520870132263503, 146, 250, 0, 1
0.4337016574585633, 0.6386209693212523, 4e-06, 0.7187991971964521, 39, 186, 1, 1
0.08157894736842103, 0.5458415688778863, 8e-09, 0.6996885122265782, 159, 163, 1, 0
0.9313304721030059, 0.5359471096491852, 0.5, 0.5594201693994605, 219, 195, 0, 1
0.875213675213676, 0.7661292618694748, 8e-06, 0.8424514253635704, 50, 62, 0, 0
0.4515444015444015, 0.8526890261008291, 4e-05, 0.3624101367574665, 228, 291, 1, 1
0.09172413793103437, 0.7105245011541652, 7.000000000000001e-10, 0.5414524700309538, 103, 163, 1, 1
0.07191011235955046, 0.6457086364347548, 7.000000000000001e-10, 0.49943858397464524, 148, 224, 0, 1
0.12166666666666667, 0.8809259574970787, 2e-08, 0.33522082807043674, 195, 143, 0, 0
0.8965665236051519, 0.5355422304554341, 0.0002, 0.7665595909462254, 214, 317, 0, 0
0.09909090909090913, 0.5611430518689466, 0.004, 0.8227399023843565, 62, 324, 1, 0
0.0879518072289156, 0.8352774599264337, 6e-07, 0.40843571539336687, 241, 300, 1, 1
0.9414772727272741, 0.6491167801086646, 0.08, 0.841556992829757, 37, 221, 0, 1
0.8865384615384616, 0.7937703106631893, 0.0002, 0.44313717497442606, 230, 145, 0, 0
0.08477157360406079, 0.6061256466357486, 7e-07, 0.34898297234360154, 108, 290, 1, 1
0.1386666666666667, 0.7000200142409232, 1e-08, 0.422143724699429, 151, 248, 0, 1
0.8518939393939408, 0.6044105659416796, 2e-05, 0.8944767682436685, 204, 58, 0, 0
0.9369863013698637, 0.7094389972116147, 0.02, 0.46846770558816453, 215, 343, 1, 1
0.13399014778325133, 0.5941237243494943, 7.000000000000001e-10, 0.895459579877913, 86, 90, 1, 1
0.9107142857142864, 0.7776720303660508, 9e-05, 0.8714510713544998, 127, 145, 0, 0
0.155223880597015, 0.7320549309149516, 4e-10, 0.4270913183330778, 51, 345, 0, 1
0.3020725388601036, 0.615066223960651, 0.7000000000000001, 0.5756423089047693, 49, 334, 0, 1
0.6618181818181816, 0.7813353785889492, 4e-07, 0.5988586258682558, 145, 329, 0, 0
0.0918333333333333, 0.6008205961810691, 0.8, 0.5794585471364428, 73, 340, 0, 0
0.21366459627329193, 0.6798568971524056, 7e-06, 0.7822209053101246, 172, 55, 1, 1
0.08931082981715883, 0.6842145531620146, 2e-08, 0.7637810491101709, 195, 88, 1, 0
0.10078988941548188, 0.5789032270767435, 8e-07, 0.8432701457500211, 89, 290, 0, 1
0.9397849462365595, 0.8145966306479109, 0.003, 0.8577434742726053, 241, 295, 1, 0
0.16982758620689675, 0.5378038989235026, 1e-05, 0.596867059416328, 252, 149, 0, 1
0.1008547008547007, 0.714244924389568, 0.009000000000000001, 0.4862548750014779, 92, 334, 1, 0
0.1492307692307692, 0.87124410353859, 8e-07, 0.8265780456359706, 227, 303, 1, 1
0.890131578947369, 0.6973847379580698, 0.001, 0.6541129093790634, 219, 302, 1, 1
0.9202643171806186, 0.5460801921597336, 0.005, 0.5474378246704423, 158, 294, 1, 0
0.09607843137254893, 0.694085417495673, 0.02, 0.644896334677073, 93, 215, 1, 0
0.6287581699346407, 0.6957093032366141, 9e-05, 0.3854544381361397, 251, 320, 1, 1
0.14285714285714277, 0.8191668224949628, 4e-10, 0.6358158048018965, 227, 273, 1, 0
0.09805194805194792, 0.6939273189260158, 0.004, 0.5132338758541934, 29, 302, 1, 0
0.859333333333335, 0.5504115032922513, 9e-06, 0.561770245742724, 60, 127, 1, 0
0.11386861313868601, 0.7271154596710694, 0.8, 0.5055802478431781, 214, 215, 1, 0
0.13389830508474573, 0.8836700170646934, 8e-09, 0.8564956632855927, 123, 158, 0, 1
0.11417910447761197, 0.5993342797859802, 7.000000000000001e-09, 0.7783640690072609, 202, 86, 1, 0
0.7724053724053723, 0.818326927443011, 4e-07, 0.8072748379067711, 113, 194, 1, 0
0.3017777777777775, 0.5508734649324724, 3.0000000000000004e-08, 0.8656804352501082, 147, 263, 0, 0
0.09210526315789469, 0.773884442532528, 0.09, 0.395642563664997, 71, 290, 0, 0
0.5911487758945384, 0.6469629604039417, 7e-07, 0.3315217846984629, 102, 140, 1, 0
0.9512820512820511, 0.844099582992129, 0.007, 0.7430274744525679, 224, 132, 1, 0
0.8259541984732823, 0.7380754165681955, 6e-06, 0.4266686670923503, 173, 343, 1, 0
0.12966226138032313, 0.5475472095026038, 5e-08, 0.3926622929855823, 216, 211, 1, 0
0.9063291139240502, 0.8435431022860436, 4e-05, 0.582819985871561, 108, 166, 0, 0
0.11077586206896552, 0.8844981704727901, 0.04, 0.563740625712766, 167, 81, 1, 0
0.8618055555555558, 0.7134254775219999, 8e-06, 0.6604077567612552, 148, 117, 1, 0
0.9291479820627822, 0.5559297444029282, 0.30000000000000004, 0.36312500390907415, 202, 184, 1, 1
0.08837209302325573, 0.7433747589840433, 4e-09, 0.4552509070009789, 114, 318, 0, 1
0.9142857142857156, 0.5392023573289736, 0.006, 0.4402484603421165, 226, 86, 1, 0
0.09024390243902432, 0.755827531095409, 0.06, 0.5529033927595848, 112, 346, 1, 0
0.7776626367299941, 0.6143786455851803, 9e-07, 0.7744210530042919, 122, 84, 0, 0
0.9359788359788374, 0.6236557623703242, 0.006, 0.34801258579971417, 105, 214, 1, 0
0.9111177525403485, 0.5227329517413829, 0.0006000000000000001, 0.5886497771141677, 37, 291, 1, 0
0.1338308457711443, 0.866986484046506, 5e-09, 0.5216228416389237, 39, 138, 0, 0
0.9350649350649349, 0.8474649177948297, 0.6000000000000001, 0.46803833824410734, 198, 294, 0, 1
0.423076923076923, 0.611436334645761, 9e-08, 0.8504010010110836, 206, 233, 0, 0
0.8626262626262626, 0.8024459813467878, 0.0005, 0.31356077096199003, 189, 223, 0, 1
0.12051282051282054, 0.5329798709439852, 4.9999999999999996e-06, 0.6119658436576729, 157, 177, 1, 1
0.07746478873239426, 0.5757070949446256, 3e-10, 0.6703974506728566, 54, 186, 0, 0
0.07149321266968313, 0.5593587897263793, 3.0000000000000004e-09, 0.51729138157881, 127, 126, 0, 1
0.5945005611672279, 0.8023063685115057, 5e-05, 0.37919239342158934, 173, 336, 1, 1
0.1006410256410255, 0.689364028240599, 9e-10, 0.43580990769020433, 23, 350, 0, 0
0.5392857142857145, 0.6651084415427961, 0.9, 0.8329894942374494, 244, 118, 0, 1
0.05726872246696025, 0.5462177352711215, 3e-07, 0.8444206652364514, 175, 74, 1, 1
0.9333333333333331, 0.8452755629682731, 0.00030000000000000003, 0.8598019509440518, 174, 305, 0, 0
0.9247663551401887, 0.5732603457160479, 0.00030000000000000003, 0.7643199596762084, 25, 212, 1, 1
0.7835616438356167, 0.7097226734061598, 8e-05, 0.7773625584758133, 243, 121, 0, 1
0.8105555555555563, 0.6418457450599823, 4e-06, 0.5382824905682092, 174, 226, 1, 0
0.09855072463768101, 0.7257553913637262, 0.7000000000000001, 0.7372662165745403, 56, 175, 1, 1
0.9071038251366136, 0.6350561471806989, 0.004, 0.35166329582789124, 193, 143, 0, 1
0.08115942028985507, 0.8634488458139036, 3.0000000000000004e-08, 0.6771417370091105, 101, 295, 1, 1
0.9335051546391768, 0.6139835964956234, 0.02, 0.7449563814317759, 56, 131, 1, 1
0.10494623655913964, 0.6909878419840716, 0.1, 0.4854207276919139, 127, 190, 1, 0
0.7744820065430756, 0.7386597425042005, 9e-07, 0.41240426584784357, 85, 305, 0, 0
0.9005813953488384, 0.6578097284563422, 6.000000000000001e-05, 0.8152151387050433, 27, 88, 0, 1
0.13694581280788187, 0.5948081948344145, 8e-10, 0.5501874905090477, 192, 173, 1, 0
0.8889763779527561, 0.7476182060494296, 8e-05, 0.3111287170557186, 49, 191, 1, 0
0.16483516483516494, 0.6361083053888642, 3.0000000000000004e-08, 0.5227616790492735, 66, 156, 0, 0
0.9342948717948727, 0.6892435257890878, 0.0008, 0.4873946905769002, 48, 138, 0, 0
0.5232264334305149, 0.7067944089017176, 5e-07, 0.4711286720051996, 161, 340, 1, 0
0.9119293078055964, 0.8067355819143045, 0.0005, 0.35220894759802396, 114, 185, 1, 0
0.9264957264957269, 0.767457249245435, 0.06, 0.4812153232991601, 28, 313, 0, 1
0.9370192307692315, 0.6884320494587225, 0.8, 0.44213201007023617, 175, 328, 1, 1
0.10098522167487678, 0.5940162158989213, 0.04, 0.48717196546164987, 233, 299, 1, 0
0.22099737532808397, 0.7468381314464049, 8e-08, 0.43152929364929926, 131, 173, 0, 0
0.8795081967213119, 0.7573685902258056, 0.0007, 0.3853925149177051, 209, 242, 0, 1
0.911165048543691, 0.588794677878054, 0.007, 0.6130330135139531, 48, 104, 0, 1
0.8713286713286718, 0.7156060683505755, 0.001, 0.37415534903931286, 243, 165, 0, 1
0.0920833333333333, 0.5218638394227713, 4e-07, 0.40186122882463393, 169, 197, 1, 1
0.9008928571428572, 0.7763369779021729, 3.0000000000000004e-05, 0.4256227076567285, 27, 292, 1, 0
0.1707602339181287, 0.6590184788231849, 8e-09, 0.6341899643232659, 73, 193, 0, 0
0.10467836257309933, 0.6597418131671245, 9e-10, 0.41623750193203296, 85, 65, 0, 1
