2494594304.0,102706.40625,-1851005.0,1453.3839111328125
-688130368.0,76949.484375,485914.03125,-935.7654418945312
-108394192.0,109043.015625,53001.00390625,-211.31707763671875
-949163200.0,103951.515625,669883.9375,-56.53765869140625
-841964352.0,112476.6796875,589149.5625,-15.33392333984375
-1066938944.0,111606.5390625,754086.1875,-4.2176513671875
-1051461248.0,113901.296875,742148.375,-1.1765594482421875
-1112485888.0,113804.9375,786850.8125,-0.332733154296875
-1112035072.0,114431.234375,786355.1875,-0.0953369140625
-1128822400.0,114443.828125,798642.0625,-0.02764892578125
-1129747072.0,114617.1953125,799273.25,-0.00811767578125
-1134430848.0,114631.484375,802698.5,-0.002410888671875
-1134978176.0,114680.15625,803086.375,-0.0006866455078125
-1136302976.0,114687.1484375,804054.4375,-0.0002288818359375
-1136536832.0,114701.0,804221.9375,-6.103515625e-05
-1136916352.0,114703.7890625,804499.125,-1.52587890625e-05
-1137004544.0,114707.765625,804562.5625,-1.52587890625e-05
-1137114752.0,114708.796875,804642.9375,0.0
-1137145728.0,114709.953125,804665.375,-1.52587890625e-05
-1137177984.0,114710.3046875,804688.8125,-1.52587890625e-05
-1137188736.0,114710.640625,804696.625,3.0517578125e-05
-1137198208.0,114710.7734375,804703.625,-3.0517578125e-05
-1137201792.0,114710.8671875,804706.1875,1.52587890625e-05
-1137204736.0,114710.90625,804708.3125,-1.52587890625e-05
-1137205760.0,114710.953125,804709.0625,1.52587890625e-05
-1137206656.0,114710.9609375,804709.75,0.0
-1137207296.0,114710.9609375,804710.1875,0.0
-1137207296.0,114710.9765625,804710.1875,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,-1.52587890625e-05
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,0.0
-1137207424.0,114710.9765625,804710.3125,1.52587890625e-05
